Concurrent_Users,P25,P50,P75
1,2.5041807619927567,3.0119889929992496,3.7715471090014034
10,2.748534217254928,3.003784608503338,3.420058665000397
20,2.87869703875549,3.011167859498528,3.087378680254915
30,2.3857241867517587,2.5262855475011747,3.0624447627524205
40,1.8625367872409697,2.539602630000445,3.266904239753785
50,2.6566539882551297,2.896181844000239,3.1026046799961478
