Concurrent_Users,P25,P50,P75
1,0.6250721229916962,1.023883627509349,1.149067499256489
10,0.4835473599996476,0.6491512020074879,1.1029888467601268
20,0.42739246350174653,0.464950952999061,0.5454305132443551
30,0.551715600748139,0.5951692044982337,0.6148403330043948
40,0.5615785822519683,0.5890593275034917,0.6054763907559391
50,0.4874242652404064,0.602885337502812,0.6856583164917538
