Concurrent_Users,P25,P50,P75
1,1.89977046099375,2.036520919005852,2.1505422909831395
10,1.5889466237422312,1.7197263575071702,1.9947239534958499
20,1.6514914970030077,1.811690599002759,2.021985123261402
30,2.342322192758729,2.7318581875006203,2.974169112749223
40,2.4578909847477917,2.7013222855021013,3.0145109689983656
50,2.381103587737016,3.1655184219853254,3.383487688493915
